,text,primary_emotion,secondary_emotions,meta_emotions,sentiment,interaction_style,intensity,context,clean_text
291,"Sitting on the empty train platform, I felt neither rushed nor bored—just a neutral stillness, the rhythm of distant footsteps blending into the quiet hum of the evening.",Neutrality,"['Serenity', 'Ambivalence']","['Awareness of peaceful detachment', 'Gratitude for the pause']",Neutral,Objective,4,Everyday Life,sitting empty train platform felt neither NOT_rushed NOT_nor NOT_bored NOT_neutral NOT_stillness rhythm distant footstep blending quiet hum evening
292,"When my mentor praised my work but pointed out areas for improvement, I felt a balance of pride in my efforts and a determination to rise to the challenge.",Pride,"['Gratitude', 'Determination']","['Respect for constructive feedback', 'Commitment to growth']",Positive,Motivational,7,Education,mentor praised work pointed area improvement felt balance pride effort determination rise challenge
293,"As the actor fumbled their lines during the play, I felt a mix of secondhand embarrassment and admiration for their ability to recover with grace.",Embarrassment,"['Admiration', 'Relief']","['Respect for professionalism', 'Awareness of shared humanity']",Ambiguous,Supportive,6,Performance,actor fumbled line play felt mix secondhand embarrassment admiration ability recover grace
294,"When the kind stranger paid for my coffee after my card declined, I felt a flood of gratitude mixed with a touch of discomfort at not being able to repay their generosity.",Gratitude,"['Relief', 'Discomfort']","['Awareness of altruism', 'Reflection on societal kindness']",Mixed,Empathetic,7,Community,kind stranger paid coffee card declined felt flood gratitude mixed touch discomfort not NOT_able NOT_repay NOT_generosity
295,"As I looked at the old photograph of my childhood pet, I felt a bittersweet nostalgia, a warmth for the joyful memories and an ache for the days that could never return.",Nostalgia,"['Sadness', 'Joy']","['Gratitude for shared moments', 'Reflection on time’s passage']",Mixed,Reflective,8,Family,looked old photograph childhood pet felt bittersweet nostalgia warmth joyful memory ache day could never NOT_return
296,"As the final seconds of the match ticked away, I felt a surge of exhilaration at our impending victory, mingled with an anxious awareness of how close we had come to losing.",Excitement,"['Relief', 'Anxiety']","['Gratitude for teamwork', 'Respect for the challenge']",Positive,Encouraging,9,Sports,final second match ticked away felt surge exhilaration impending victory mingled anxious awareness close come losing
297,"After hearing about the significant changes at work, I felt a swirling ambiguity—equal parts optimism for the new direction and unease about potential disruptions.",Uncertainty,"['Hope', 'Apprehension']","['Awareness of transition', 'Commitment to adaptability']",Ambiguous,Analytical,6,Workplace,hearing significant change work felt swirling ambiguity equal part optimism new direction unease potential disruption
298,"Standing in the middle of the festival crowd, surrounded by music and laughter, I felt a pure, unbridled joy, a rare moment of connection with life’s vibrancy.",Joy,"['Connection', 'Gratitude']","['Respect for shared happiness', 'Awareness of the present']",Positive,Uplifting,9,Celebration,standing middle festival crowd surrounded music laughter felt pure unbridled joy rare moment connection life vibrancy
299,"As the first snowflakes of the season fell, I felt a serene joy, tempered by a quiet awareness of the fleeting nature of such perfect moments.",Serenity,"['Joy', 'Bittersweetness']","['Gratitude for beauty', 'Reflection on impermanence']",Mixed,Contemplative,7,Nature,first snowflake season fell felt serene joy tempered quiet awareness fleeting nature perfect moment
300,"When the charity announced that our small donation helped fund a life-saving operation, I felt an overwhelming pride in our collective effort, mixed with humility at how little it took to make such a difference.",Pride,"['Gratitude', 'Humility']","['Respect for altruism', 'Awareness of collective impact']",Positive,Empowering,8,Community,charity announced small donation helped fund life saving operation felt overwhelming pride collective effort mixed humility little took make difference
301,"Seeing the glowing reviews of my work was exhilarating, but it also left me with an unsettling pressure to maintain that standard in the future.",Excitement,"['Pride', 'Anxiety']","['Gratitude for recognition', 'Awareness of self-expectation']",Ambiguous,Motivational,8,Career,seeing glowing review work exhilarating also left unsettling pressure maintain standard future
302,"As the volunteer recounted their harrowing rescue story, I felt a deep sadness for what they had endured, paired with a growing admiration for their courage and resilience.",Sadness,"['Admiration', 'Empathy']","['Gratitude for bravery', 'Reflection on human strength']",Mixed,Supportive,9,Humanitarian,volunteer recounted harrowing rescue story felt deep sadness endured paired growing admiration courage resilience
303,"When the last box was packed, leaving the apartment felt surreal—neither sad nor joyful, just a quiet neutrality as I closed the chapter on years of memories.",Neutrality,"['Contentment', 'Ambivalence']","['Acceptance of change', ""Reflection on time's passage""]",Neutral,Objective,5,Transition,last box packed leaving apartment felt surreal neither NOT_sad NOT_nor NOT_joyful quiet neutrality closed chapter year memory
304,"The applause at the end of my speech was gratifying, but I couldn’t shake a lingering self-doubt about whether I truly deserved their praise.",Pride,"['Gratitude', 'Self-Doubt']","['Awareness of internal conflict', 'Commitment to self-growth']",Ambiguous,Humble,7,Performance,applause end speech gratifying shake lingering self doubt whether truly deserved praise
305,"As the doctor explained the treatment options, I felt a blend of apprehension at the risks and cautious hope for a brighter outcome ahead.",Apprehension,"['Hope', 'Relief']","['Respect for expertise', 'Commitment to resilience']",Ambiguous,Reassuring,6,Health,doctor explained treatment option felt blend apprehension risk cautious hope brighter outcome ahead
306,"The final note of the symphony lingered in the air, leaving me spellbound, a mix of awe at its beauty and a quiet sadness that the experience had ended.",Amazement,"['Sadness', 'Gratitude']","['Reflection on art’s impermanence', 'Gratitude for the moment']",Mixed,Reverent,8,Music,final note symphony lingered air leaving spellbound mix awe beauty quiet sadness experience ended
307,"Walking through the vibrant market, I was filled with curiosity at the colorful stalls and exotic aromas, but there was also a tinge of overwhelm at the sheer sensory intensity.",Curiosity,"['Excitement', 'Apprehension']","['Gratitude for discovery', 'Respect for cultural diversity']",Ambiguous,Explorative,6,Travel,walking vibrant market filled curiosity colorful stall exotic aroma also tinge overwhelm sheer sensory intensity
308,"As my child handed me the card they had made, I felt a pure, unfiltered joy, mixed with a bittersweet realization of how quickly they were growing up.",Joy,"['Bittersweetness', 'Love']","['Gratitude for their thoughtfulness', 'Reflection on time’s passage']",Mixed,Affectionate,9,Family,child handed card made felt pure unfiltered joy mixed bittersweet realization quickly growing
309,"When the unexpected promotion was announced, I felt a dizzying blend of elation at the recognition and apprehension about whether I could live up to the new responsibilities.",Excitement,"['Anxiety', 'Pride']","['Gratitude for opportunity', 'Commitment to growth']",Ambiguous,Motivational,8,Career,unexpected promotion announced felt dizzying blend elation recognition apprehension whether could live new responsibility
