text,actual_sentiment,predicted_sentiment,is_correct
"When the storm washed away the sandcastle my child and I had spent hours building, I felt a momentary sadness for its loss, balanced by gratitude for the time we had spent creating it together.",Mixed,Mixed,True
"Can’t believe my boss blamed me for something I didn’t even do in front of the whole team. Feels so unfair, but I’m going to document everything and stay calm when I bring this up next week.",Negative,Negative,True
"Just saw a post about the Amazon rainforest losing another huge chunk to deforestation. It breaks my heart. I feel so guilty for not doing enough, but I’m donating to a reforestation fund now.",Negative,Negative,True
Found my old high school yearbook while cleaning today. Flipping through it made me so nostalgic for those simpler times. Life felt so much less complicated back then.,Positive,Positive,True
"To the stranger who returned my lost wallet intact: THANK YOU! Your honesty means the world to me, and you’ve restored my faith in people. 💕",Positive,Positive,True
"Missed my train today because I stopped to help someone with directions. It’s annoying, but their smile made it worth it. Guess I can just catch the next one.",Mixed,Mixed,True
"My little sister just got into her dream college, the same one I couldn’t get into. I’m so proud of her, but I’d be lying if I said I wasn’t a little jealous. Still, she deserves it!",Ambiguous,Ambiguous,True
"I just finished the book that everyone’s been raving about, and honestly? I don’t get the hype. It was beautifully written, sure, but the ending left me so unsatisfied. 😕",Negative,Negative,True
"Had a heated argument with my roommate today. I hate fighting like this, but I also feel like it helped us clear the air. Hoping we can move forward now.",Mixed,Mixed,True
"Walking through the crowded market in Istanbul was overwhelming and exciting at the same time. The colors, the smells, the energy—it’s like no place I’ve ever been before.",Ambiguous,Ambiguous,True
My favorite bakery closed down today. I feel so sad about it—it was my go-to place for comfort after a long day. But I’m grateful for all the cozy memories it gave me.,Mixed,Mixed,True
"When my partner surprised me with flowers after a rough week, I felt such a warm joy. It’s the little things that remind you how much someone cares. 🌹",Positive,Positive,True
"Sat at the piano tonight for the first time in months. Felt rusty at first, but by the end, it was like I never stopped. Music always has a way of bringing me home. 🎵",Positive,Positive,True
"The power went out for hours today, and I felt so annoyed at first. But honestly, I ended up enjoying the quiet. Spent the time reading by candlelight—it was kind of peaceful.",Mixed,Mixed,True
"Just finished volunteering at the animal shelter, and my heart is so full. Seeing those wagging tails and purring kittens reminded me why I started helping out in the first place. 🐾",Positive,Positive,True
Can’t believe I had to cover for a coworker AGAIN today. I’m so tired of being taken for granted at work. Time to set some serious boundaries next week.,Negative,Negative,True
"Just saw a post about another mass shooting. It’s heartbreaking. I don’t even know what to say anymore. Donating to a victims’ fund now, but it feels like we need so much more than thoughts and prayers. 😔",Negative,Negative,True
Found an old playlist I made back in high school. Listening to it now is taking me back to such carefree times. It’s wild how music can hold so many memories. 🎶,Positive,Positive,True
"To the person who returned my lost phone today: You’re amazing! You didn’t have to, but you did. Thanks for reminding me there’s still good people in this world. 😊",Positive,Positive,True
"Had a mini meltdown when my toddler spilled juice all over my laptop today. I was so mad in the moment, but looking at their little face, I couldn’t stay upset for long. Accidents happen. 🧃",Mixed,Mixed,True
"My cousin landed their dream job, and I’m SO happy for them. A tiny part of me feels jealous, but mostly, I’m inspired to chase my own goals even harder.",Ambiguous,Ambiguous,True
"Just watched the finale of my favorite series, and I have mixed feelings. It was emotional and beautiful, but I wish the ending had been more satisfying. 😕",Mixed,Mixed,True
"Had a tough conversation with my best friend today. It was emotional, but I feel like we’re stronger for it now. Real friendships aren’t always easy, but they’re worth it. 💛",Positive,Positive,True
"Walking through the night market tonight was a sensory overload in the best way possible. The lights, the smells, the chaos—it felt like stepping into another world. 🌍",Positive,Positive,True
"My childhood park is being torn down to make space for a new mall. It feels like losing a piece of my past, but I’m grateful for all the memories I’ll carry with me.",Mixed,Mixed,True
"After weeks of self-doubt, I finally submitted my writing to a magazine. I’m so nervous, but also proud of myself for taking the leap. 🌟",Positive,Positive,True
